ISBN13;Titel;Språk;Pris;Utgivningsdatum;FörfattareID;FormID;AntalSidor;Genre
9780307582300;Once Was Lost;Engelska;212;October 13th 2009;81;3;6;'[''Fantasy'', ''Childrens'', ''Science Fiction'', ''Fiction'', ''Young Adult'', ''Middle Grade'', ''Paranormal'', ''Juvenile'', ''Mystery'', ''Supernatural'']'
9781451596328;Taming Kate;Engelska;363;April 8th 2010;82;4;208;'[''Historical Romance'', ''Romance'', ''Historical'', ''Historical Fiction'', ''Regency Romance'', ''Regency'', ''Fiction'', ''Adult'', ''Novels'', ''Victorian Romance'']'
9780988699632;The Meeting;Engelska;456;May 14th 2013;83;4;57;'[''Romance'', ''France'', ''Fiction'', ''Contemporary'', ''Chick Lit'', ''Humor'', ''Roman'', ''French Literature'', ''Comedy'', ''Adult'']'
9781612131610;Truth;Engelska;549;July 25th 2013;84;4;238;'[''Theology'', ''Nonfiction'', ''Religion'', ''Christianity'', ''Faith'', ''Spirituality'', ''Christian Non Fiction'', ''Research'', ''Angels'', ''Christian Living'']'
9783551791412;Sekaiichi Hatsukoi: A Boys Love Story, Volume 1;Tyska;48;November 26th 2010;85;4;194;'[''Fantasy'', ''Comics'', ''France'', ''Bande Dessinée'']'
9781393451914;Maya of the Inbetween;Engelska;721;June 14th 2020;86;4;326;'[''Horror'', ''Short Stories'', ''Fantasy'', ''Paranormal'', ''Fiction'', ''Young Adult'', ''Ghosts'', ''Childrens'']'
9781481270441;Born of Hatred;Engelska;518;December 15th 2012;87;4;508;'[''Poetry'', ''Nature'', ''Fiction'', ''LGBT'', ''Spirituality'', ''Literature'', ''Classics'', ''Womens'', ''American'', ''Adult'']'
9781451697711;The Soul of an Octopus: A Surprising Exploration into the Wonder of Consciousness;Engelska;555;May 12th 2015;88;3;9;'[''Young Adult'', ''Mystery'', ''Fiction'', ''Boarding School'', ''Chick Lit'', ''Contemporary'', ''Suspense'', ''High School'', ''Romance'', ''Teen'']'
9781476776880;Maybe in Another Life;Engelska;300;August 18th 2015;89;3;10;'[''Nonfiction'', ''History'', ''Travel'', ''War'', ''Journalism'', ''Politics'', ''Memoir'', ''Womens'', ''Biography'', ''Historical'']'
9780330426640;Stories of Your Life and Others;Engelska;725;October 26th 2010;90;4;281;'[''Fiction'', ''France'', ''French Literature'', ''Novels'', ''Literature'', ''Contemporary'', ''Art'', ''Roman'', ''21st Century'', ''Philosophy'']'
9780307353139;The 4-Hour Workweek;Engelska;317;June 25th 2007;91;4;308;'[''Christian'', ''Nonfiction'', ''Faith'', ''Christianity'', ''Christian Living'', ''Religion'', ''Spirituality'', ''Self Help'', ''Memoir'', ''Inspirational'']'
9780375837890;A Christmas Memory;Engelska;187;October 10th 2006;92;4;48;'[''Fiction'', ''Thriller'', ''Mystery'', ''Crime'', ''Humor'', ''Mystery Thriller'', ''Audiobook'', ''Suspense'', ''Medical'', ''Medicine'']'
9781601628220;When Rain Falls;Engelska;183;March 1st 2012;93;4;288;'[''Young Adult'', ''Humor'', ''Fiction'', ''Chick Lit'', ''Realistic Fiction'']'
9781582431147;Far;Engelska;273;August 14th 2003;94;2;224;'[''Classics'', ''France'', ''Fiction'', ''French Literature'', ''19th Century'', ''Novels'', ''Historical Fiction'', ''Literature'', ''Classic Literature'', ''Roman'']'
9781938750823;Infernal Machines;Engelska;3002;December 25th 2012;95;4;404;'[''Science Fiction'', ''Fiction'', ''Media Tie In'', ''Science Fiction Fantasy'', ''War'', ''Fantasy'']'
9780380780495;Brazzaville Beach;Engelska;192;August 1st 1995;96;4;320;'[''Fantasy'', ''Young Adult'', ''Romance'', ''Paranormal'', ''Young Adult Fantasy'', ''Fiction'', ''Magic'', ''Urban Fantasy'', ''Supernatural'', ''Fae'']'
9780553212945;Henry IV, Part 2;Engelska;307;January 1st 1988;97;1;320;'[''Novels'']'
9780671722593;Cymbeline;Engelska;103;June 2nd 2003;97;1;324;'[''Childrens'', ''Fiction'', ''Middle Grade'', ''Contemporary'', ''Young Adult'']'
9780671722920;Titus Andronicus;Engelska;190;February 1st 2005;97;1;268;'[''Biography'', ''History'', ''Nonfiction'', ''Religion'', ''Christian'', ''Christianity'', ''Theology'', ''Church History'', ''Faith'', ''Audiobook'']'
9780743477109;Macbeth;Engelska;218;07/01/13;97;1;249;'[''Romance'', ''Chick Lit'', ''Contemporary'', ''Contemporary Romance'', ''Fiction'', ''Humor'', ''Adult'', ''Adult Fiction'', ''Young Adult'', ''Novels'']'
9780743477550;Othello;Engelska;237;01/01/04;97;1;314;'[''Graphic Novels'', ''Fantasy'', ''Comics'', ''Fiction'', ''Young Adult'', ''Adventure'', ''Comic Book'', ''Graphic Novels Comics'', ''Dragons'', ''Childrens'']'
9780743477574;The Taming of the Shrew;Engelska;211;January 1st 2004;97;1;291;'[''History'', ''Biography'', ''Nonfiction'', ''American History'', ''War'', ''Military History'', ''Westerns'', ''American'', ''Historical'', ''Military Fiction'']'
9780743482769;King Lear;Engelska;132;01/01/04;97;1;338;'[''Science'', ''Nonfiction'', ''History'', ''Physics'', ''Technology'', ''History Of Science'', ''Business'', ''Audiobook'', ''Popular Science'', ''Historical'']'
9780743482776;Twelfth Night;Engelska;219;07/01/04;97;1;272;'[''Psychology'']'
9780743484862;As You Like It;Engelska;93;August 23rd 2011;97;1;263;'[''Fiction'', ''Classics'', ''Historical Fiction'', ''Literature'', ''Egypt'', ''Novels'', ''Literary Fiction'', ''Africa'', ''20th Century'', ''British Literature'']'
9780007439256;Sorry;Engelska;100;March 1st 2012;98;2;325;'[''Fantasy'', ''Young Adult'', ''Romance'', ''Magic'', ''Fiction'', ''Paranormal'', ''High Fantasy'', ''Young Adult Fantasy'', ''Adventure'', ''New Adult'']'
